,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000151746,271.3958673,-0.215342339,0.137626831,0.081285752,0.212946858
ENSG00000151748,1285.550201,-0.125257274,0.121369018,0.26111984,0.479098112
ENSG00000151773,114.180643,-0.057120492,0.168789883,0.686736226,0.837958563
ENSG00000151778,126.5448106,0.041142691,0.153242407,0.759894645,0.88153303
ENSG00000151779,1511.397112,-0.353862503,0.09617961,0.00010766,0.000861907
ENSG00000151789,100.0059891,-0.249319552,0.301732042,0.148181459,0.330229556
ENSG00000151790,28.85633696,-0.215329546,0.332126688,0.174090675,0.369115219
ENSG00000151806,447.0789256,0.091803037,0.110353015,0.375474882,0.596796269
ENSG00000151835,3258.355965,-0.717324695,0.088434609,7.93E-17,3.53E-15
ENSG00000151846,325.0822367,0.051198036,0.127168861,0.6640058,0.823174741
ENSG00000151849,152.2671763,0.114616264,0.153139966,0.393956484,0.61454101
ENSG00000151876,143.6978097,0.041753256,0.151713083,0.755141901,0.878167962
ENSG00000151881,187.7274444,-0.046197107,0.158247136,0.729673374,0.864913886
ENSG00000151882,88.7567535,-0.206446287,0.202456556,0.194538469,0.395899501
ENSG00000151883,334.1536743,-0.150869418,0.133175703,0.210314559,0.416066327
ENSG00000151892,1572.471757,-0.402604356,0.138910053,0.001355985,0.007963173
ENSG00000151893,1065.9463,0.587141782,0.129977084,1.32E-06,1.61E-05
ENSG00000151914,15447.74284,-0.348140747,0.089062517,3.33E-05,0.000302806
ENSG00000151917,300.633421,-0.612660797,0.128154525,3.48E-07,4.70E-06
ENSG00000151923,1010.056857,-0.043358335,0.09644869,0.634810331,0.805333036
ENSG00000151929,1176.46287,0.380981723,0.089470656,9.16E-06,9.43E-05
ENSG00000151967,13.40149021,0.023880541,0.270603057,0.866598676,0.935611009
ENSG00000152022,810.3321169,0.074265735,0.102588329,0.442803128,0.657666074
ENSG00000152042,963.7125239,-0.285250309,0.094985358,0.001569954,0.00902805
ENSG00000152049,281.3901024,0.20630233,0.13625918,0.092199038,0.233330557
ENSG00000152056,22.41811372,-0.109972171,0.265094465,0.485743662,0.694207493
ENSG00000152061,590.6139064,0.021211563,0.10414191,0.830134496,0.918984175
ENSG00000152076,135.2095346,-0.161690861,0.1532625,0.22751553,0.43818588
ENSG00000152078,55.42846253,-0.098173346,0.207724053,0.537916213,0.735358935
ENSG00000152082,207.4026262,0.248799985,0.151884741,0.063095834,0.176806277
ENSG00000152102,3305.899397,-0.017863564,0.085249264,0.865222415,0.935332934
ENSG00000152104,2937.255406,-0.021572265,0.138550011,0.865763536,0.935387926
ENSG00000152117,479.1283286,-0.045619417,0.108689081,0.651533121,0.816125268
ENSG00000152127,3341.300078,-0.046522094,0.156402199,0.724604795,0.861722213
ENSG00000152133,307.5996336,-0.050221194,0.132003023,0.676063503,0.831168967
ENSG00000152137,657.9357104,-0.266697852,0.147758009,0.041376576,0.129197678
ENSG00000152147,127.1001309,-0.11877269,0.160008553,0.38932165,0.609948278
ENSG00000152154,81.96882271,0.153830493,0.197659022,0.324843842,0.547709886
ENSG00000152193,160.1735863,0.089414332,0.143706802,0.484189959,0.692785289
ENSG00000152217,1370.458157,-0.146975199,0.119793125,0.180421845,0.376971036
ENSG00000152219,547.4327947,-0.092573529,0.102095983,0.335735076,0.557911216
ENSG00000152223,3257.572131,0.324944263,0.100885846,0.000652681,0.004243026
ENSG00000152229,155.6309378,0.136145338,0.151907422,0.306472935,0.529318849
ENSG00000152234,5156.116907,0.020410488,0.080302286,0.794368574,0.900026736
ENSG00000152240,270.7023292,-0.062927803,0.13115834,0.596879613,0.778852179
ENSG00000152242,392.9873811,0.142571821,0.110075372,0.167175452,0.35924431
ENSG00000152256,653.8044676,-0.128723817,0.252345298,0.42213755,0.64007419
ENSG00000152268,1599.636648,1.893929173,0.132762394,1.11E-47,3.06E-45
ENSG00000152270,373.1487081,-0.307842882,0.187131312,0.046839055,0.142031967
ENSG00000152284,441.3299256,-0.33619748,0.114439819,0.001739657,0.00984027
ENSG00000152291,8222.556584,0.08707172,0.081069105,0.26185463,0.479734393
ENSG00000152332,2979.918987,0.637807757,0.093714408,1.75E-12,4.93E-11
ENSG00000152348,105.1776071,-0.02800684,0.187415026,0.851794856,0.929169675
ENSG00000152359,85.63445593,-0.226368978,0.19197958,0.146740828,0.327954586
ENSG00000152377,6548.123143,0.852392614,0.136830669,4.34E-11,1.01E-09
ENSG00000152380,28.92862346,-0.194351374,0.281008107,0.253481414,0.470136069
ENSG00000152382,114.2659809,0.018973986,0.160230307,0.891939327,0.948764586
ENSG00000152402,75.10283034,-0.903254724,0.254402182,3.77E-05,0.000337467
ENSG00000152404,254.4835264,-0.033947331,0.133162487,0.778674248,0.891909574
ENSG00000152409,952.2367733,0.000573794,0.115196979,0.992551993,0.996753052
ENSG00000152413,114.1447344,-0.040760186,0.17680281,0.7822599,0.89334819
ENSG00000152422,112.8227083,0.098866738,0.166141202,0.486692411,0.694904832
ENSG00000152433,58.62194027,-0.176212201,0.217052898,0.282521795,0.503460937
ENSG00000152439,159.5130165,-0.176087371,0.153448065,0.188714535,0.388313283
ENSG00000152443,267.5836519,-0.089189839,0.129049399,0.447691739,0.66202371
ENSG00000152454,65.00528763,-0.095358312,0.196647293,0.538253153,0.735577184
ENSG00000152455,106.7486356,-0.079807205,0.169433388,0.576116682,0.763981818
ENSG00000152457,321.1687392,0.110199953,0.122001932,0.328656264,0.551058734
ENSG00000152463,7.540136396,3.412360433,0.999655829,4.62E-05,0.000401708
ENSG00000152464,78.62262604,-0.076638539,0.181298157,0.605020399,0.785052429
ENSG00000152465,712.6242861,0.110213656,0.100174897,0.242721622,0.456764717
ENSG00000152475,32.96526722,-0.224382731,0.273601766,0.203646251,0.407273411
ENSG00000152484,845.8879726,0.446455855,0.14695111,0.000732165,0.004685275
ENSG00000152487,8.520909297,-0.072541066,0.290320045,0.583130388,0.769042587
ENSG00000152492,2833.789811,0.124104805,0.08933299,0.146898724,0.328208296
ENSG00000152495,69.26151975,-1.244829325,0.24514817,2.93E-08,4.82E-07
ENSG00000152518,8110.815491,0.62403786,0.094439852,7.13E-12,1.83E-10
ENSG00000152520,641.7608627,-0.033226203,0.097930111,0.729939375,0.865043835
ENSG00000152527,881.7891536,0.348416287,0.099925013,0.000223102,0.001648534
ENSG00000152556,1373.518385,-0.225216225,0.096654778,0.014097504,0.055491006
ENSG00000152558,4802.691528,0.334139864,0.09076683,0.000117691,0.000933209
ENSG00000152580,6006.432372,-1.138324186,0.11439779,1.69E-24,1.52E-22
ENSG00000152582,137.4368485,-0.026070174,0.170127882,0.857293779,0.931614676
ENSG00000152583,998.3378558,4.556731245,0.185525376,2.16E-136,3.58E-132
ENSG00000152601,5831.831572,0.845980379,0.087100575,3.36E-23,2.74E-21
ENSG00000152620,300.5463782,-0.186724956,0.13402361,0.12390375,0.290931895
ENSG00000152642,244.9954738,0.794743852,0.140869799,2.31E-09,4.47E-08
ENSG00000152661,2498.013138,-0.189674296,0.106005403,0.056661998,0.163427618
ENSG00000152683,710.2619207,0.051982305,0.094434953,0.562652731,0.755239787
ENSG00000152684,456.5606553,-0.100198083,0.121692126,0.370456577,0.590595327
ENSG00000152689,10.21458183,0.335274602,0.491706894,0.050761489,0.150920399
ENSG00000152700,998.8716218,0.279669016,0.099474563,0.002977842,0.015487389
ENSG00000152726,4981.99339,0.119635384,0.121341923,0.293016749,0.515138343
ENSG00000152749,282.8104028,0.115685593,0.127800222,0.318997203,0.541926254
ENSG00000152763,87.33992366,-0.138639829,0.178695494,0.349534783,0.570933781
ENSG00000152767,2465.729777,0.210964459,0.108618558,0.037977232,0.120973155
ENSG00000152778,517.2950749,0.117315624,0.114706393,0.27103846,0.491386747
ENSG00000152779,45.74237824,4.020701962,0.451112781,4.15E-20,2.59E-18
ENSG00000152782,85.74521978,-0.16400107,0.193754621,0.290092834,0.512171317
ENSG00000152784,894.03631,-0.099147493,0.108709807,0.338585104,0.560738288
ENSG00000152785,10.38163485,0.054091401,0.284969377,0.682749561,0.835418258
ENSG00000152795,3055.348577,0.091826398,0.078124597,0.222704633,0.432129789
ENSG00000152804,337.5539833,-0.078243826,0.176935551,0.592398141,0.775304827
ENSG00000152818,4179.37042,0.32611542,0.129776765,0.005439608,0.025711548
ENSG00000152894,2399.355756,-0.251197939,0.098866933,0.007311857,0.032814378
ENSG00000152904,546.0768175,-0.02785736,0.10054377,0.768254319,0.88633637
ENSG00000152926,424.1784099,-0.544765091,0.133833883,1.09E-05,0.000110859
ENSG00000152939,17.07482081,-0.106081361,0.273078897,0.492610881,0.699355482
ENSG00000152942,455.7377708,-0.180406274,0.107577947,0.074516548,0.19981849
ENSG00000152944,410.3750243,0.105633844,0.113251441,0.317518087,0.54052007
ENSG00000152952,2279.795799,-0.375497269,0.145934066,0.003843177,0.019246035
ENSG00000152953,65.88222546,0.063911431,0.230870031,0.684850727,0.836580499
ENSG00000152990,651.5303142,-0.768388941,0.1283507,2.90E-10,6.17E-09
ENSG00000153006,502.5029021,0.440688528,0.113479712,3.63E-05,0.000327142
ENSG00000153015,458.7236723,-0.083801327,0.111155462,0.423465036,0.641342009
ENSG00000153029,1502.781544,-0.130298873,0.105854061,0.192842061,0.393750842
ENSG00000153037,99.85030928,0.250273467,0.195561563,0.113600739,0.272602352
ENSG00000153044,50.61134345,-0.18338874,0.241825152,0.276023051,0.496596876
ENSG00000153046,492.4087095,-0.209342998,0.120514766,0.059056086,0.168459059
ENSG00000153048,1064.617438,0.205133688,0.09656871,0.025283557,0.088319493
ENSG00000153064,44.36463533,0.362342463,0.287763793,0.062594462,0.175891921
ENSG00000153066,700.7861721,0.512914519,0.101706584,1.27E-07,1.86E-06
ENSG00000153071,11237.27938,0.074136267,0.091895501,0.400833171,0.620881931
ENSG00000153093,11.4892911,-0.225291067,0.361436327,0.146826382,0.328090836
ENSG00000153094,514.0902586,-0.467876112,0.186926299,0.00317413,0.016379933
ENSG00000153107,1109.603575,0.042166773,0.091688889,0.630694501,0.802869213
ENSG00000153113,6808.826077,0.339766084,0.085726586,3.80E-05,0.000339121
ENSG00000153130,905.9969071,0.239208791,0.115735568,0.025720893,0.089602002
ENSG00000153132,159.9993388,-0.574564769,0.202983629,0.000903317,0.005606376
ENSG00000153140,241.9234603,-0.155448499,0.130878768,0.193102944,0.394025664
ENSG00000153147,2488.509043,-0.060177059,0.082402817,0.453377398,0.667398554
ENSG00000153162,132.8530019,0.735792313,0.27579558,0.000796296,0.005022928
ENSG00000153165,465.4173567,-0.117719009,0.111824301,0.261142536,0.479098112
ENSG00000153179,1142.299937,0.363769542,0.099514582,0.000117407,0.000931401
ENSG00000153187,5780.99312,0.052837489,0.080370418,0.480793128,0.689768564
ENSG00000153201,3698.116378,0.090143025,0.07366857,0.201159276,0.404283104
ENSG00000153207,1846.497255,1.172550596,0.196230292,1.04E-10,2.33E-09
ENSG00000153208,80.3783142,-1.155218686,0.240468322,1.26E-07,1.85E-06
ENSG00000153214,1122.007129,0.57906342,0.183030105,0.000277326,0.002003693
ENSG00000153234,57.61787946,0.12809504,0.219560306,0.429002291,0.645544659
ENSG00000153237,25.55577244,-0.139387737,0.260977683,0.403118847,0.622514226
ENSG00000153246,1195.369396,0.088694288,0.088584741,0.296685837,0.51915965
ENSG00000153250,3861.116439,0.27354021,0.076991622,0.000259945,0.001895492
ENSG00000153253,417.7723208,-0.1533532,0.283620145,0.329737201,0.55203456
ENSG00000153291,537.0480367,0.222045037,0.114161912,0.036326821,0.116837196
ENSG00000153310,212.7795088,0.100058356,0.137204527,0.41425799,0.633727232
ENSG00000153317,3797.387498,0.273645624,0.07641375,0.000185249,0.001397785
ENSG00000153339,1128.23392,0.133887582,0.096437793,0.143697057,0.323099358
ENSG00000153363,55.2376102,-0.105811015,0.204997489,0.507298573,0.710190064
ENSG00000153391,47.469781,-0.26542911,0.23950347,0.130233212,0.301527676
ENSG00000153395,1235.402715,0.226548241,0.134375961,0.061126841,0.172644835
ENSG00000153406,369.426716,-0.030487383,0.125192869,0.790738294,0.898042341
ENSG00000153443,327.7369617,0.596765367,0.128331817,6.96E-07,8.88E-06
ENSG00000153446,9.525018001,-0.197826549,0.354909945,0.163016301,0.352876929
ENSG00000153485,42.00721237,0.079109432,0.221832011,0.623745188,0.797717862
ENSG00000153487,181.9060717,0.041445275,0.137872453,0.745943906,0.873730914
ENSG00000153495,18.74961671,0.031294425,0.256345184,0.838054569,0.922893274
ENSG00000153531,28.19549254,-0.532476002,0.372510089,0.022499932,0.080859436
ENSG00000153551,139.5151361,0.04650594,0.157812091,0.734496055,0.8679488
ENSG00000153558,231.1647101,-0.038602373,0.137295652,0.761144064,0.882148028
ENSG00000153560,1324.0742,0.204912285,0.090058648,0.017678408,0.066679739
ENSG00000153561,467.9092086,0.055246731,0.122884183,0.62703157,0.800293466
ENSG00000153574,169.4690604,0.195967735,0.150607525,0.139375021,0.315863424
ENSG00000153575,395.9613645,-0.026636988,0.109919902,0.795607522,0.900383715
ENSG00000153666,102.6180067,-0.021532768,0.16243444,0.879314057,0.942706302
ENSG00000153707,1079.432334,-0.305192736,0.095091093,0.000736519,0.004706691
ENSG00000153714,758.1691018,-0.295877412,0.194206182,0.058462945,0.167198325
ENSG00000153721,425.4044441,-0.692645611,0.14590978,3.14E-07,4.28E-06
ENSG00000153767,205.6564546,0.141261832,0.132583059,0.241054259,0.454503122
ENSG00000153774,598.1905801,-0.012758794,0.096915113,0.887585267,0.946762142
ENSG00000153786,4263.364545,0.103073751,0.10835312,0.312943181,0.535484574
ENSG00000153790,105.6467065,0.239829632,0.17597257,0.105459594,0.25799048
ENSG00000153814,683.0376318,-0.127556575,0.115495533,0.232216208,0.443890831
ENSG00000153815,422.2662536,-0.236990939,0.125523255,0.038891827,0.123224275
ENSG00000153823,1398.57634,0.556780358,0.13251315,5.55E-06,6.00E-05
ENSG00000153827,5205.500701,0.153419367,0.077195674,0.040055403,0.126044646
ENSG00000153832,98.20858378,-0.140021252,0.188431677,0.357675155,0.579053258
ENSG00000153879,381.7001108,-0.573440019,0.13700057,6.09E-06,6.52E-05
ENSG00000153885,140.8141231,-0.583012596,0.273263478,0.004817127,0.023226335
ENSG00000153896,105.6327095,-0.067946234,0.169120326,0.634977886,0.805448298
ENSG00000153898,66.78049861,0.450005163,0.287931915,0.026204774,0.090830082
ENSG00000153902,29.63022307,-0.124482948,0.249122548,0.447213014,0.661492618
ENSG00000153904,3077.006737,1.209043358,0.156040112,4.62E-16,1.91E-14
ENSG00000153914,1588.226822,-0.08759442,0.095865372,0.337437663,0.559452094
ENSG00000153922,597.5132888,0.021638752,0.097372079,0.818260591,0.913115437
ENSG00000153933,131.9368965,0.161044437,0.166755213,0.245243475,0.460622534
ENSG00000153936,1560.446257,0.759065394,0.161444071,3.01E-07,4.14E-06
ENSG00000153944,658.794942,-0.019095742,0.108215094,0.851598287,0.929024192
ENSG00000153956,1339.720383,-0.073299505,0.113138053,0.487411044,0.69547534
ENSG00000153975,130.0244994,0.138565156,0.187243041,0.360609444,0.581375008
ENSG00000153976,173.321266,0.328671264,0.185263226,0.033037723,0.108594583
ENSG00000153982,17.27073935,-0.185710068,0.301927497,0.260189513,0.478036661
ENSG00000153989,1106.688086,0.314268183,0.106070324,0.001639502,0.009363102
ENSG00000153993,710.7238064,-0.507965258,0.17289139,0.000751499,0.004787669
ENSG00000154001,1058.595946,0.193474747,0.099871009,0.042083737,0.130741612
ENSG00000154027,747.2689343,0.833040705,0.188680257,9.08E-07,1.14E-05
ENSG00000154035,1338.766911,0.163256261,0.103611233,0.094352342,0.23710955
ENSG00000154040,80.98741968,0.032479772,0.178019249,0.82623218,0.917343243
ENSG00000154059,794.1587703,-0.066267719,0.093273943,0.453245547,0.667322844
ENSG00000154065,412.2472724,-0.165440809,0.138344573,0.183534682,0.381307453
ENSG00000154079,115.7393175,-0.079782891,0.159484242,0.560059092,0.753586889
ENSG00000154096,7442.253688,-0.213539117,0.087552173,0.009842479,0.041755056
ENSG00000154102,70.48576147,-0.885724668,0.242883726,2.70E-05,0.000251804
ENSG00000154114,638.4289245,0.258761171,0.102313803,0.007351693,0.032939715
ENSG00000154122,691.1901794,-0.003744871,0.113455724,0.969327961,0.985214213
ENSG00000154124,388.9140884,0.14275119,0.112986912,0.175700302,0.370982469
ENSG00000154127,416.6379432,1.007990992,0.174235124,5.38E-10,1.12E-08
ENSG00000154134,186.6419642,-0.587211614,0.150469405,1.94E-05,0.000186477
ENSG00000154144,850.5321893,0.084842645,0.092298371,0.336450239,0.558484513
ENSG00000154146,16.46687596,-0.12350048,0.293995676,0.401551488,0.62152864
ENSG00000154153,19.723694,0.153873213,0.28091938,0.341950956,0.564117104
ENSG00000154174,1440.037814,-0.069166489,0.082084709,0.390421279,0.610978929
ENSG00000154175,7027.746223,0.145516444,0.113055892,0.160003531,0.348042951
ENSG00000154188,2784.405321,0.533516299,0.103818926,7.09E-08,1.08E-06
ENSG00000154217,190.5621924,0.840202407,0.158055126,1.29E-08,2.23E-07
ENSG00000154222,692.6575718,0.262423726,0.097083302,0.004548078,0.022147858
ENSG00000154229,3616.200113,0.179724443,0.097965695,0.050923349,0.151119697
ENSG00000154237,1090.895027,0.039351702,0.090673907,0.663595944,0.823128696
ENSG00000154240,243.8677,0.299348698,0.134321554,0.014217913,0.055914809
ENSG00000154258,1908.240036,0.21328225,0.139200637,0.086293835,0.222449906
ENSG00000154262,2400.699606,0.993893249,0.114126068,2.70E-19,1.56E-17
ENSG00000154263,153.8879362,-1.426218127,0.224010577,9.67E-12,2.46E-10
ENSG00000154265,433.9780216,-0.055139583,0.136057637,0.648818467,0.814261288
ENSG00000154277,4546.08454,-0.136420475,0.075488595,0.059538042,0.169339047
ENSG00000154305,2077.764827,-0.149800637,0.086196462,0.069308062,0.189825485
ENSG00000154309,430.4380533,-0.282233464,0.191984186,0.068333084,0.187788685
ENSG00000154310,764.9893294,-1.113111824,0.145609263,1.47E-15,5.82E-14
ENSG00000154319,89.88136291,0.864779977,0.248022423,4.59E-05,0.000399776
ENSG00000154328,192.2709946,-0.127412948,0.147652383,0.334174699,0.556305821
ENSG00000154330,2372.044813,-0.17320178,0.083319913,0.031791013,0.105654535
ENSG00000154358,269.2727774,-0.587030114,0.1644187,6.95E-05,0.000584293
ENSG00000154359,258.8478837,-0.331043301,0.162179621,0.019019263,0.070851557
ENSG00000154370,252.6477909,-0.062042725,0.135603353,0.608737324,0.787297743
ENSG00000154380,4956.410495,0.259348684,0.114976101,0.014695795,0.057399722
ENSG00000154429,126.2367946,-0.36391503,0.172628591,0.014268248,0.056055329
ENSG00000154447,562.0927967,0.113676599,0.134181994,0.359061851,0.58011979
ENSG00000154473,1349.688003,0.08805709,0.08835132,0.299408492,0.52198987
ENSG00000154479,32.72731981,0.762004891,0.41598759,0.005248679,0.025002032
ENSG00000154511,1690.985662,-0.063936425,0.11810893,0.559517076,0.752979678
ENSG00000154518,1334.963511,0.047217446,0.085454583,0.569456225,0.759408044
ENSG00000154529,164.3266248,0.740968373,0.192351415,1.62E-05,0.000158434
ENSG00000154545,1061.377673,-0.348810718,0.109130886,0.000632876,0.004133495
ENSG00000154553,170.6103815,-0.045686741,0.153263891,0.737606305,0.869905787
ENSG00000154556,33.12302136,0.405834765,0.429048363,0.055477612,0.161301061
ENSG00000154582,683.4607461,0.242240466,0.098688606,0.009548891,0.040655054
ENSG00000154589,124.5531758,-0.553386045,0.220216783,0.002298197,0.012472491
ENSG00000154608,827.4778532,-0.589070652,0.11094412,2.28E-08,3.80E-07
ENSG00000154639,8.465003275,-0.14412702,0.333406066,0.215457331,0.423063165
ENSG00000154640,489.649834,0.046246815,0.111717625,0.658608423,0.820344145
ENSG00000154642,215.7263523,0.069191396,0.149135374,0.600795882,0.782166717
ENSG00000154654,1336.936717,-0.776314243,0.097708526,2.63E-16,1.12E-14
ENSG00000154678,849.132605,-0.0383621,0.118902395,0.725738442,0.862549101
ENSG00000154710,39.65613277,0.123917534,0.237229842,0.449645073,0.663703282
ENSG00000154719,207.3759575,0.057362639,0.132996261,0.635116381,0.80547422
ENSG00000154721,603.2742759,0.312510598,0.136828489,0.011318202,0.046630963
ENSG00000154723,635.0703585,0.08063576,0.098296056,0.38885005,0.609585024
ENSG00000154727,796.858038,-0.176749555,0.095857556,0.051027977,0.151306111
ENSG00000154734,30352.23793,2.331669162,0.118094063,1.47E-88,2.45E-85
ENSG00000154736,3785.957001,2.03971101,0.544363406,2.82E-06,3.22E-05
ENSG00000154743,159.5887896,0.427561583,0.16323638,0.00296912,0.015451712
ENSG00000154760,121.077218,0.042395863,0.181770445,0.771778217,0.887748218
ENSG00000154767,1484.255821,-0.537900425,0.089735948,4.85E-10,1.01E-08
ENSG00000154781,402.0561746,-0.052408645,0.112214786,0.616783976,0.792639529
ENSG00000154783,24.72115673,-0.190285985,0.301518676,0.247966648,0.463465013
ENSG00000154803,992.961989,-0.209535235,0.104996097,0.03380814,0.110405331
ENSG00000154813,840.6792303,0.441877835,0.09577744,1.40E-06,1.70E-05
ENSG00000154814,109.2671425,0.214040273,0.172448126,0.142689795,0.321357014
ENSG00000154822,288.5275752,0.002266114,0.122315869,0.984873461,0.992408012
ENSG00000154832,736.7005291,0.003010873,0.104148093,0.976209183,0.98781584
ENSG00000154839,18.9193164,-0.720928283,0.492319656,0.011495765,0.047188653
ENSG00000154845,1532.116261,0.143094911,0.090837885,0.099600644,0.247487991
ENSG00000154856,1454.075617,1.336046394,0.482297917,0.000181712,0.001374376
ENSG00000154864,153.5333031,-2.529780902,0.228635332,6.59E-30,8.29E-28
ENSG00000154874,341.2709477,-0.092852045,0.15089589,0.481713647,0.690577207
ENSG00000154889,476.6450892,0.251317764,0.106681031,0.012215709,0.049567702
ENSG00000154898,112.563938,-0.107991306,0.182624294,0.469686476,0.680304783
ENSG00000154917,44.22997371,-0.386111143,0.281820735,0.048848373,0.146651158
ENSG00000154920,9.721831117,-0.177974927,0.330517049,0.228072454,0.438698475
ENSG00000154928,9.532593357,-0.094960137,0.293759372,0.485774452,0.694207493
ENSG00000154930,670.9901627,1.884194017,0.109096843,4.68E-68,3.38E-65
ENSG00000154945,937.2429523,0.33422517,0.098146888,0.000346898,0.00243224
ENSG00000154957,163.8076262,-0.072582292,0.158414483,0.595119439,0.777655809
ENSG00000154978,1939.141684,0.311065534,0.114061699,0.003371823,0.01720885
ENSG00000155008,114.507988,0.531738959,0.209873121,0.002320951,0.012579524
ENSG00000155011,12.13674594,-0.964236959,0.70898481,0.007351541,0.032939715
ENSG00000155016,1218.930414,0.205400776,0.104257765,0.036939891,0.118258958
ENSG00000155034,264.750425,0.315724272,0.142634822,0.013450923,0.053645209
ENSG00000155066,12.47554118,-0.050224831,0.271834491,0.726827352,0.862974209
ENSG00000155085,135.7438967,-0.544323707,0.186422173,0.00076442,0.004863303
ENSG00000155090,686.1742479,-0.582143452,0.179319496,0.000190119,0.001428994
ENSG00000155093,17.61885186,-0.00758166,0.259088256,0.95819656,0.980348321
ENSG00000155096,2243.957162,-0.103444074,0.095817083,0.257725935,0.474982746
ENSG00000155097,1579.06239,0.152086433,0.112648956,0.144943711,0.325065653
ENSG00000155099,282.0514979,0.0001788,0.150889642,0.995306779,0.997720103
ENSG00000155100,198.3027515,0.257902759,0.142901219,0.0430489,0.133067525
ENSG00000155111,832.3988047,-0.139936061,0.117701336,0.19829755,0.400585995
ENSG00000155115,398.3224798,0.031215101,0.110946249,0.764139977,0.883972842
ENSG00000155130,5665.230117,-1.1772558,0.103683992,4.34E-31,5.54E-29
ENSG00000155158,346.0074876,-0.095350729,0.130189689,0.432169133,0.64878145
ENSG00000155189,245.1888124,0.466222941,0.201342164,0.005138805,0.024534985
ENSG00000155229,1187.140366,0.050099762,0.093289802,0.574436731,0.763339898
ENSG00000155252,721.4465157,-0.19475166,0.11778268,0.073606275,0.198188206
ENSG00000155254,2459.885083,0.096674822,0.079210285,0.202911327,0.406410376
ENSG00000155256,421.8978663,0.017652844,0.107644128,0.861963919,0.933938912
ENSG00000155275,160.2318483,0.032889876,0.143309248,0.798556327,0.901540338
ENSG00000155287,499.7229379,-0.083045408,0.13827996,0.502469035,0.707084399
ENSG00000155304,735.4982073,-0.005036759,0.100288827,0.957411912,0.979907992
ENSG00000155313,1600.602237,-0.058050251,0.083277741,0.475909915,0.685667241
ENSG00000155324,536.7080713,1.194563172,0.157574751,2.26E-15,8.82E-14
ENSG00000155329,171.2624103,0.265704194,0.166740081,0.063257032,0.17712396
ENSG00000155330,94.95108188,-0.005553965,0.175918458,0.969947691,0.985385154
ENSG00000155363,779.572992,-0.290063859,0.099524928,0.002071507,0.011410131
ENSG00000155366,2039.779165,0.140741481,0.089426049,0.100453752,0.249085682
ENSG00000155368,748.5759208,0.189451439,0.10053873,0.045879384,0.139785983
ENSG00000155380,765.3638586,-0.243094426,0.136368304,0.046773127,0.14190984
ENSG00000155393,194.9741124,0.374665216,0.178926224,0.013622574,0.054112071
ENSG00000155428,26.38242493,0.022927048,0.24296489,0.883914702,0.94502579
ENSG00000155438,305.4319346,0.141255283,0.121044174,0.204109614,0.407826048
ENSG00000155463,1868.580052,-0.149515096,0.08362595,0.066465632,0.183874584
ENSG00000155465,146.061701,0.292744634,0.188083077,0.059230074,0.168793666
ENSG00000155506,4229.217558,0.244980844,0.093925786,0.006224967,0.028848612
ENSG00000155508,742.5799844,0.544418592,0.144687928,3.63E-05,0.000327142
ENSG00000155511,2882.950603,0.722907468,0.343716559,0.00309519,0.016022387
ENSG00000155542,54.97740356,-0.200655113,0.21558119,0.222753295,0.432159767
ENSG00000155545,397.928034,0.035328812,0.108568382,0.725325866,0.862162159
ENSG00000155561,855.0390355,-0.264985949,0.110362693,0.010068239,0.042517173
ENSG00000155592,191.0989647,-0.156117372,0.139082123,0.210395054,0.416175961
ENSG00000155621,241.5288547,-0.204694059,0.155797984,0.130506345,0.301991537
ENSG00000155629,52.01341609,-0.044786404,0.217593388,0.776183833,0.891148177
ENSG00000155636,207.8783943,-0.083905505,0.150610709,0.526479933,0.725918936
ENSG00000155640,108.1499841,-0.271133035,0.201488348,0.09273084,0.234311971
ENSG00000155657,292.3490717,0.03413524,0.155017361,0.801391246,0.903279619
ENSG00000155660,3827.720487,-0.291552252,0.149082483,0.025613814,0.089285205
ENSG00000155666,48.01278581,-0.266424376,0.254573014,0.13501773,0.309112188
ENSG00000155729,435.0893834,-0.020516987,0.118062822,0.851070132,0.928990315
ENSG00000155744,299.5607381,0.008388369,0.125902044,0.940426554,0.972495669
ENSG00000155749,18.94892993,0.665113123,0.463967087,0.014031772,0.055300709
ENSG00000155754,21.91292749,0.023858033,0.24583858,0.879419347,0.942706302
ENSG00000155755,699.784168,-0.112701651,0.12113397,0.3107589,0.533335543
ENSG00000155760,1721.51368,-0.422339952,0.140753212,0.000847133,0.005297293
ENSG00000155792,30.30461129,-0.709116795,0.41496875,0.007783754,0.034586127
ENSG00000155816,360.6175162,0.297864541,0.150363461,0.024539196,0.086502229
ENSG00000155827,1294.337364,-0.340025435,0.090896388,9.24E-05,0.000751035
ENSG00000155849,22.60932906,1.125002947,0.480624375,0.001155095,0.006938095
ENSG00000155850,671.469075,0.363818795,0.107093591,0.000301913,0.002155075
ENSG00000155858,130.272488,0.235255241,0.176625662,0.11288034,0.271423084
ENSG00000155868,163.3730732,0.011095319,0.143219945,0.928850723,0.966463553
ENSG00000155876,1995.30057,0.13963942,0.086669007,0.091944756,0.232999721
ENSG00000155893,345.4839187,-0.828229882,0.133818009,8.38E-11,1.90E-09
ENSG00000155897,24.35717066,-3.75464563,0.740912028,1.77E-08,3.00E-07
ENSG00000155903,815.6854642,0.174121372,0.139534555,0.16192163,0.351056698
